노선번호,정류소명,구군
강서구8-1,강서경찰서,강서구
강서구15,강서경찰서,강서구
강서구15-1,강서경찰서,강서구
기장군8,달음교,기장군
기장군8,달음교,기장군
기장군8,동원로얄듀크1차아파트,기장군
기장군8,동원로얄듀크1차아파트,기장군
기장군8,동해선일광역광장,기장군
기장군8,동해선일광역광장,기장군
기장군8,옛터어린이공원입구,기장군
기장군8,옛터어린이공원입구,기장군
기장군8,이지더원2차,기장군
기장군8,이지더원2차,기장군
강서구12,지사천4교,강서구
강서구12-1,지사천4교,강서구
강서구12,지사천4교,강서구
강서구12-1,지사천4교,강서구
강서구12-1,통합세산마을,강서구
강서구12-1,통합세산마을,강서구
33-1,e편한세상금정산아파트,북구
33-1,대진아파트,북구
33-1,만덕시장입구,북구
33-1,만덕중학교,북구
33-1,미남역11번출구,동래구
41,범일교,동구
68,범일교,동구
83-1,범일교,동구
101,솔개다리,남구
남구3,남부산농협석포지점,남구
남구6,남부산농협석포지점,남구
사하구2,대원연립,사하구
사하구2,대원연립,사하구
59,신암입구,부산진구
61,신암입구,부산진구
85,신암입구,부산진구
87,신암입구,부산진구
186,신암입구,부산진구
59,신암입구,부산진구
61,신암입구,부산진구
85,신암입구,부산진구
87,신암입구,부산진구
186,신암입구,부산진구
강서구5,중촌마을,강서구
강서구5,중촌마을,강서구
138-1,대동중고등학교,사하구
171,대동중고등학교,사하구
139,매화원입구,기장군
139,매화원입구,기장군
124,삼한사랑채아파트입구,사하구
161,삼한사랑채아파트입구,사하구
29,책마을보드랑 작은도서관,금정구
148,책마을보드랑 작은도서관,금정구
155,책마을보드랑 작은도서관,금정구
179,책마을보드랑 작은도서관,금정구
189,책마을보드랑 작은도서관,금정구
연제구7,망미제일교회,수영구
연제구7,아신빌라,수영구
189,금사입구,금정구
17,YMCA,동구
26,YMCA,동구
27,YMCA,동구
40,YMCA,동구
41,YMCA,동구
43,YMCA,동구
59,YMCA,동구
61,YMCA,동구
67,YMCA,동구
81,YMCA,동구
82,YMCA,동구
85,YMCA,동구
88,YMCA,동구
101,YMCA,동구
134,YMCA,동구
167,YMCA,동구
168,YMCA,동구
1001,YMCA,동구
1003,YMCA,동구
1004,YMCA,동구
1003-F,YMCA,동구
1004-F,YMCA,동구
17,YMCA,동구
22,YMCA,동구
26,YMCA,동구
27,YMCA,동구
40,YMCA,동구
41,YMCA,동구
43,YMCA,동구
52,YMCA,동구
59,YMCA,동구
61,YMCA,동구
67,YMCA,동구
81,YMCA,동구
82,YMCA,동구
85,YMCA,동구
88,YMCA,동구
101,YMCA,동구
103,YMCA,동구
134,YMCA,동구
167,YMCA,동구
168,YMCA,동구
1001,YMCA,동구
1003,YMCA,동구
1004,YMCA,동구
1003-F,YMCA,동구
1004-F,YMCA,동구
17,경남여중입구,동구
22,경남여중입구,동구
26,경남여중입구,동구
27,경남여중입구,동구
40,경남여중입구,동구
41,경남여중입구,동구
43,경남여중입구,동구
52,경남여중입구,동구
59,경남여중입구,동구
61,경남여중입구,동구
67,경남여중입구,동구
81,경남여중입구,동구
82,경남여중입구,동구
85,경남여중입구,동구
88,경남여중입구,동구
101,경남여중입구,동구
103,경남여중입구,동구
134,경남여중입구,동구
167,경남여중입구,동구
168,경남여중입구,동구
1001,경남여중입구,동구
1003,경남여중입구,동구
1004,경남여중입구,동구
1003-F,경남여중입구,동구
1004-F,경남여중입구,동구
17,경남여중입구,동구
26,경남여중입구,동구
27,경남여중입구,동구
40,경남여중입구,동구
41,경남여중입구,동구
43,경남여중입구,동구
59,경남여중입구,동구
61,경남여중입구,동구
67,경남여중입구,동구
81,경남여중입구,동구
82,경남여중입구,동구
85,경남여중입구,동구
88,경남여중입구,동구
101,경남여중입구,동구
134,경남여중입구,동구
167,경남여중입구,동구
168,경남여중입구,동구
1001,경남여중입구,동구
1003,경남여중입구,동구
1004,경남여중입구,동구
1003-F,경남여중입구,동구
1004-F,경남여중입구,동구
8,남포동,중구
9,남포동,중구
11,남포동,중구
26,남포동,중구
70,남포동,중구
87,남포동,중구
103,남포동,중구
134,남포동,중구
171,남포동,중구
1003,남포동,중구
3001,남포동,중구
3003,남포동,중구
2-F,남포동,중구
1003-F,남포동,중구
1004-F,남포동,중구
5-1,남포동,중구
6,남포동,중구
7,남포동,중구
8,남포동,중구
9,남포동,중구
11,남포동,중구
15,남포동,중구
17,남포동,중구
17,남포동,중구
26,남포동,중구
27,남포동,중구
30,남포동,중구
41,남포동,중구
59,남포동,중구
61,남포동,중구
70,남포동,중구
71,남포동,중구
86,남포동,중구
87,남포동,중구
103,남포동,중구
113,남포동,중구
126,남포동,중구
134,남포동,중구
171,남포동,중구
172,남포동,중구
1003,남포동,중구
3001,남포동,중구
3003,남포동,중구
2-F,남포동,중구
1003-F,남포동,중구
1004-F,남포동,중구
5-1,남포역.옛시청교차로,중구
15,남포역.옛시청교차로,중구
17,남포역.옛시청교차로,중구
26,남포역.옛시청교차로,중구
27,남포역.옛시청교차로,중구
41,남포역.옛시청교차로,중구
59,남포역.옛시청교차로,중구
61,남포역.옛시청교차로,중구
70,남포역.옛시청교차로,중구
86,남포역.옛시청교차로,중구
87,남포역.옛시청교차로,중구
103,남포역.옛시청교차로,중구
126,남포역.옛시청교차로,중구
134,남포역.옛시청교차로,중구
171,남포역.옛시청교차로,중구
172,남포역.옛시청교차로,중구
1003,남포역.옛시청교차로,중구
2-F,남포역.옛시청교차로,중구
1003-F,남포역.옛시청교차로,중구
1004-F,남포역.옛시청교차로,중구
11,남포역.옛시청교차로,중구
26,남포역.옛시청교차로,중구
70,남포역.옛시청교차로,중구
87,남포역.옛시청교차로,중구
103,남포역.옛시청교차로,중구
134,남포역.옛시청교차로,중구
171,남포역.옛시청교차로,중구
1003,남포역.옛시청교차로,중구
2-F,남포역.옛시청교차로,중구
1003-F,남포역.옛시청교차로,중구
1004-F,남포역.옛시청교차로,중구
17,범내골역,부산진구
23,범내골역,부산진구
52,범내골역,부산진구
68,범내골역,부산진구
81,범내골역,부산진구
83,범내골역,부산진구
83-1,범내골역,부산진구
86,범내골역,부산진구
88,범내골역,부산진구
99,범내골역,부산진구
108,범내골역,부산진구
138,범내골역,부산진구
167,범내골역,부산진구
1004,범내골역,부산진구
1004-F,범내골역,부산진구
5-1,범내골역,부산진구
10,범내골역,부산진구
17,범내골역,부산진구
23,범내골역,부산진구
29,범내골역,부산진구
38,범내골역,부산진구
43,범내골역,부산진구
52,범내골역,부산진구
57,범내골역,부산진구
68,범내골역,부산진구
80,범내골역,부산진구
81,범내골역,부산진구
82,범내골역,부산진구
83,범내골역,부산진구
83-1,범내골역,부산진구
86,범내골역,부산진구
88,범내골역,부산진구
99,범내골역,부산진구
103,범내골역,부산진구
108,범내골역,부산진구
111,범내골역,부산진구
138,범내골역,부산진구
167,범내골역,부산진구
583,범내골역,부산진구
1004,범내골역,부산진구
1004-F,범내골역,부산진구
57,범일2동행정복지센터,동구
99,범일2동행정복지센터,동구
111,범일2동행정복지센터,동구
5-1,범일역,동구
10,범일역,동구
22,범일역,동구
23,범일역,동구
27,범일역,동구
40,범일역,동구
42,범일역,동구
43,범일역,동구
52,범일역,동구
57,범일역,동구
80,범일역,동구
81,범일역,동구
82,범일역,동구
83,범일역,동구
99,범일역,동구
101,범일역,동구
108,범일역,동구
111,범일역,동구
134,범일역,동구
138,범일역,동구
167,범일역,동구
5-1,범일역,동구
43,범일역,동구
52,범일역,동구
81,범일역,동구
82,범일역,동구
167,범일역,동구
1004,범일역,동구
1004-F,범일역,동구
17,봉생병원,동구
22,봉생병원,동구
26,봉생병원,동구
27,봉생병원,동구
40,봉생병원,동구
41,봉생병원,동구
43,봉생병원,동구
52,봉생병원,동구
59,봉생병원,동구
61,봉생병원,동구
67,봉생병원,동구
81,봉생병원,동구
82,봉생병원,동구
85,봉생병원,동구
88,봉생병원,동구
101,봉생병원,동구
103,봉생병원,동구
134,봉생병원,동구
167,봉생병원,동구
168,봉생병원,동구
1001,봉생병원,동구
1003,봉생병원,동구
1004,봉생병원,동구
1003-F,봉생병원,동구
1004-F,봉생병원,동구
17,봉생병원,동구
22,봉생병원,동구
26,봉생병원,동구
27,봉생병원,동구
40,봉생병원,동구
41,봉생병원,동구
43,봉생병원,동구
52,봉생병원,동구
59,봉생병원,동구
61,봉생병원,동구
67,봉생병원,동구
81,봉생병원,동구
82,봉생병원,동구
85,봉생병원,동구
88,봉생병원,동구
101,봉생병원,동구
103,봉생병원,동구
134,봉생병원,동구
167,봉생병원,동구
168,봉생병원,동구
1001,봉생병원,동구
1003,봉생병원,동구
1004,봉생병원,동구
1003-F,봉생병원,동구
1004-F,봉생병원,동구
5-1,부산데파트,중구
15,부산데파트,중구
17,부산데파트,중구
26,부산데파트,중구
27,부산데파트,중구
41,부산데파트,중구
59,부산데파트,중구
61,부산데파트,중구
70,부산데파트,중구
82,부산데파트,중구
85,부산데파트,중구
86,부산데파트,중구
87,부산데파트,중구
88,부산데파트,중구
103,부산데파트,중구
126,부산데파트,중구
134,부산데파트,중구
171,부산데파트,중구
172,부산데파트,중구
186,부산데파트,중구
190,부산데파트,중구
508,부산데파트,중구
1003,부산데파트,중구
2-F,부산데파트,중구
1003-F,부산데파트,중구
1004-F,부산데파트,중구
5-1,부산데파트,중구
11,부산데파트,중구
17,부산데파트,중구
26,부산데파트,중구
27,부산데파트,중구
41,부산데파트,중구
59,부산데파트,중구
61,부산데파트,중구
70,부산데파트,중구
82,부산데파트,중구
85,부산데파트,중구
86,부산데파트,중구
87,부산데파트,중구
88,부산데파트,중구
103,부산데파트,중구
134,부산데파트,중구
171,부산데파트,중구
172,부산데파트,중구
186,부산데파트,중구
190,부산데파트,중구
508,부산데파트,중구
1003,부산데파트,중구
2-F,부산데파트,중구
1003-F,부산데파트,중구
1004-F,부산데파트,중구
2,부산역,동구
17,부산역,동구
26,부산역,동구
27,부산역,동구
38-1,부산역,동구
40,부산역,동구
41,부산역,동구
43,부산역,동구
59,부산역,동구
61,부산역,동구
67,부산역,동구
81,부산역,동구
82,부산역,동구
85,부산역,동구
87,부산역,동구
88,부산역,동구
88-1,부산역,동구
101,부산역,동구
103,부산역,동구
134,부산역,동구
167,부산역,동구
168,부산역,동구
171,부산역,동구
190,부산역,동구
508,부산역,동구
1001,부산역,동구
1003,부산역,동구
1004,부산역,동구
2-F,부산역,동구
1003-F,부산역,동구
1004-F,부산역,동구
2,부산역,동구
17,부산역,동구
26,부산역,동구
27,부산역,동구
40,부산역,동구
41,부산역,동구
43,부산역,동구
59,부산역,동구
61,부산역,동구
67,부산역,동구
81,부산역,동구
82,부산역,동구
85,부산역,동구
87,부산역,동구
88,부산역,동구
88-1,부산역,동구
101,부산역,동구
134,부산역,동구
167,부산역,동구
168,부산역,동구
508,부산역,동구
1001,부산역,동구
1003,부산역,동구
1004,부산역,동구
2-F,부산역,동구
1003-F,부산역,동구
1004-F,부산역,동구
5-1,부산진시장,동구
22,부산진시장,동구
27,부산진시장,동구
40,부산진시장,동구
42,부산진시장,동구
43,부산진시장,동구
52,부산진시장,동구
57,부산진시장,동구
80,부산진시장,동구
81,부산진시장,동구
82,부산진시장,동구
99,부산진시장,동구
101,부산진시장,동구
111,부산진시장,동구
134,부산진시장,동구
167,부산진시장,동구
1004,부산진시장,동구
1004-F,부산진시장,동구
5-1,부산진시장,동구
22,부산진시장,동구
26,부산진시장,동구
27,부산진시장,동구
40,부산진시장,동구
41,부산진시장,동구
42,부산진시장,동구
43,부산진시장,동구
52,부산진시장,동구
81,부산진시장,동구
82,부산진시장,동구
101,부산진시장,동구
134,부산진시장,동구
167,부산진시장,동구
168,부산진시장,동구
1003,부산진시장,동구
1003-F,부산진시장,동구
17,부산진역 (해양수산부.동구청),동구
22,부산진역 (해양수산부.동구청),동구
26,부산진역 (해양수산부.동구청),동구
27,부산진역 (해양수산부.동구청),동구
40,부산진역 (해양수산부.동구청),동구
41,부산진역 (해양수산부.동구청),동구
43,부산진역 (해양수산부.동구청),동구
52,부산진역 (해양수산부.동구청),동구
59,부산진역 (해양수산부.동구청),동구
61,부산진역 (해양수산부.동구청),동구
67,부산진역 (해양수산부.동구청),동구
81,부산진역 (해양수산부.동구청),동구
82,부산진역 (해양수산부.동구청),동구
85,부산진역 (해양수산부.동구청),동구
88,부산진역 (해양수산부.동구청),동구
101,부산진역 (해양수산부.동구청),동구
103,부산진역 (해양수산부.동구청),동구
134,부산진역 (해양수산부.동구청),동구
167,부산진역 (해양수산부.동구청),동구
168,부산진역 (해양수산부.동구청),동구
1001,부산진역 (해양수산부.동구청),동구
1003,부산진역 (해양수산부.동구청),동구
1004,부산진역 (해양수산부.동구청),동구
1003-F,부산진역 (해양수산부.동구청),동구
1004-F,부산진역 (해양수산부.동구청),동구
17,부산진역 (해양수산부.동구청),동구
22,부산진역 (해양수산부.동구청),동구
26,부산진역 (해양수산부.동구청),동구
27,부산진역 (해양수산부.동구청),동구
40,부산진역 (해양수산부.동구청),동구
41,부산진역 (해양수산부.동구청),동구
43,부산진역 (해양수산부.동구청),동구
52,부산진역 (해양수산부.동구청),동구
59,부산진역 (해양수산부.동구청),동구
61,부산진역 (해양수산부.동구청),동구
67,부산진역 (해양수산부.동구청),동구
81,부산진역 (해양수산부.동구청),동구
82,부산진역 (해양수산부.동구청),동구
85,부산진역 (해양수산부.동구청),동구
88,부산진역 (해양수산부.동구청),동구
101,부산진역 (해양수산부.동구청),동구
103,부산진역 (해양수산부.동구청),동구
134,부산진역 (해양수산부.동구청),동구
167,부산진역 (해양수산부.동구청),동구
168,부산진역 (해양수산부.동구청),동구
1001,부산진역 (해양수산부.동구청),동구
1003,부산진역 (해양수산부.동구청),동구
1004,부산진역 (해양수산부.동구청),동구
1003-F,부산진역 (해양수산부.동구청),동구
1004-F,부산진역 (해양수산부.동구청),동구
1003,서구청,서구
1003-F,서구청,서구
17,영주동,중구
26,영주동,중구
27,영주동,중구
40,영주동,중구
41,영주동,중구
59,영주동,중구
61,영주동,중구
81,영주동,중구
82,영주동,중구
85,영주동,중구
87,영주동,중구
88,영주동,중구
88-1,영주동,중구
101,영주동,중구
103,영주동,중구
134,영주동,중구
171,영주동,중구
190,영주동,중구
508,영주동,중구
1004,영주동,중구
2-F,영주동,중구
1004-F,영주동,중구
26,영주동,중구
27,영주동,중구
40,영주동,중구
41,영주동,중구
59,영주동,중구
61,영주동,중구
81,영주동,중구
82,영주동,중구
87,영주동,중구
103,영주동,중구
134,영주동,중구
171,영주동,중구
190,영주동,중구
508,영주동,중구
1004,영주동,중구
2-F,영주동,중구
1004-F,영주동,중구
5-1,자갈치역.비프광장,중구
6,자갈치역.비프광장,중구
7,자갈치역.비프광장,중구
8,자갈치역.비프광장,중구
9,자갈치역.비프광장,중구
11,자갈치역.비프광장,중구
15,자갈치역.비프광장,중구
17,자갈치역.비프광장,중구
17,자갈치역.비프광장,중구
26,자갈치역.비프광장,중구
27,자갈치역.비프광장,중구
30,자갈치역.비프광장,중구
41,자갈치역.비프광장,중구
59,자갈치역.비프광장,중구
61,자갈치역.비프광장,중구
70,자갈치역.비프광장,중구
71,자갈치역.비프광장,중구
86,자갈치역.비프광장,중구
87,자갈치역.비프광장,중구
103,자갈치역.비프광장,중구
113,자갈치역.비프광장,중구
126,자갈치역.비프광장,중구
134,자갈치역.비프광장,중구
171,자갈치역.비프광장,중구
172,자갈치역.비프광장,중구
1003,자갈치역.비프광장,중구
3001,자갈치역.비프광장,중구
3003,자갈치역.비프광장,중구
2-F,자갈치역.비프광장,중구
1003-F,자갈치역.비프광장,중구
1004-F,자갈치역.비프광장,중구
8,자갈치역.비프광장,중구
9,자갈치역.비프광장,중구
11,자갈치역.비프광장,중구
26,자갈치역.비프광장,중구
70,자갈치역.비프광장,중구
87,자갈치역.비프광장,중구
103,자갈치역.비프광장,중구
134,자갈치역.비프광장,중구
171,자갈치역.비프광장,중구
1003,자갈치역.비프광장,중구
3001,자갈치역.비프광장,중구
3003,자갈치역.비프광장,중구
2-F,자갈치역.비프광장,중구
1003-F,자갈치역.비프광장,중구
1004-F,자갈치역.비프광장,중구
22,자성대교차로,동구
27,자성대교차로,동구
40,자성대교차로,동구
43,자성대교차로,동구
52,자성대교차로,동구
81,자성대교차로,동구
82,자성대교차로,동구
101,자성대교차로,동구
134,자성대교차로,동구
167,자성대교차로,동구
1004,자성대교차로,동구
1004-F,자성대교차로,동구
43,좌천역.좌천삼거리,동구
52,좌천역.좌천삼거리,동구
1004-F,좌천역.좌천삼거리,동구
17,중부소방서,중구
26,중부소방서,중구
27,중부소방서,중구
40,중부소방서,중구
41,중부소방서,중구
59,중부소방서,중구
61,중부소방서,중구
81,중부소방서,중구
82,중부소방서,중구
85,중부소방서,중구
87,중부소방서,중구
88,중부소방서,중구
88-1,중부소방서,중구
101,중부소방서,중구
103,중부소방서,중구
134,중부소방서,중구
171,중부소방서,중구
190,중부소방서,중구
508,중부소방서,중구
1003,중부소방서,중구
1004,중부소방서,중구
2-F,중부소방서,중구
1003-F,중부소방서,중구
1004-F,중부소방서,중구
5-1,"중앙시장,골드테마거리",부산진구
10,"중앙시장,골드테마거리",부산진구
23,"중앙시장,골드테마거리",부산진구
43,"중앙시장,골드테마거리",부산진구
52,"중앙시장,골드테마거리",부산진구
57,"중앙시장,골드테마거리",부산진구
68,"중앙시장,골드테마거리",부산진구
80,"중앙시장,골드테마거리",부산진구
81,"중앙시장,골드테마거리",부산진구
82,"중앙시장,골드테마거리",부산진구
83,"중앙시장,골드테마거리",부산진구
83-1,"중앙시장,골드테마거리",부산진구
99,"중앙시장,골드테마거리",부산진구
108,"중앙시장,골드테마거리",부산진구
111,"중앙시장,골드테마거리",부산진구
138,"중앙시장,골드테마거리",부산진구
167,"중앙시장,골드테마거리",부산진구
1004,"중앙시장,골드테마거리",부산진구
1004-F,"중앙시장,골드테마거리",부산진구
5-1,"중앙시장,골드테마거리",부산진구
10,"중앙시장,골드테마거리",부산진구
23,"중앙시장,골드테마거리",부산진구
38-1,"중앙시장,골드테마거리",부산진구
43,"중앙시장,골드테마거리",부산진구
52,"중앙시장,골드테마거리",부산진구
57,"중앙시장,골드테마거리",부산진구
68,"중앙시장,골드테마거리",부산진구
80,"중앙시장,골드테마거리",부산진구
81,"중앙시장,골드테마거리",부산진구
82,"중앙시장,골드테마거리",부산진구
83,"중앙시장,골드테마거리",부산진구
83-1,"중앙시장,골드테마거리",부산진구
99,"중앙시장,골드테마거리",부산진구
108,"중앙시장,골드테마거리",부산진구
111,"중앙시장,골드테마거리",부산진구
138,"중앙시장,골드테마거리",부산진구
167,"중앙시장,골드테마거리",부산진구
583,"중앙시장,골드테마거리",부산진구
1004,"중앙시장,골드테마거리",부산진구
1004-F,"중앙시장,골드테마거리",부산진구
17,중앙역.부산우체국,중구
26,중앙역.부산우체국,중구
27,중앙역.부산우체국,중구
40,중앙역.부산우체국,중구
41,중앙역.부산우체국,중구
59,중앙역.부산우체국,중구
61,중앙역.부산우체국,중구
81,중앙역.부산우체국,중구
82,중앙역.부산우체국,중구
85,중앙역.부산우체국,중구
87,중앙역.부산우체국,중구
88,중앙역.부산우체국,중구
103,중앙역.부산우체국,중구
134,중앙역.부산우체국,중구
171,중앙역.부산우체국,중구
190,중앙역.부산우체국,중구
508,중앙역.부산우체국,중구
1003,중앙역.부산우체국,중구
2-F,중앙역.부산우체국,중구
1003-F,중앙역.부산우체국,중구
1004-F,중앙역.부산우체국,중구
5-1,중앙역.부산우체국,중구
17,중앙역.부산우체국,중구
26,중앙역.부산우체국,중구
27,중앙역.부산우체국,중구
41,중앙역.부산우체국,중구
59,중앙역.부산우체국,중구
61,중앙역.부산우체국,중구
70,중앙역.부산우체국,중구
82,중앙역.부산우체국,중구
85,중앙역.부산우체국,중구
87,중앙역.부산우체국,중구
88,중앙역.부산우체국,중구
103,중앙역.부산우체국,중구
134,중앙역.부산우체국,중구
171,중앙역.부산우체국,중구
172,중앙역.부산우체국,중구
190,중앙역.부산우체국,중구
508,중앙역.부산우체국,중구
1003,중앙역.부산우체국,중구
2-F,중앙역.부산우체국,중구
1003-F,중앙역.부산우체국,중구
1004-F,중앙역.부산우체국,중구
17,중앙역.중부소방서,중구
26,중앙역.중부소방서,중구
27,중앙역.중부소방서,중구
40,중앙역.중부소방서,중구
41,중앙역.중부소방서,중구
59,중앙역.중부소방서,중구
61,중앙역.중부소방서,중구
81,중앙역.중부소방서,중구
82,중앙역.중부소방서,중구
85,중앙역.중부소방서,중구
87,중앙역.중부소방서,중구
88,중앙역.중부소방서,중구
88-1,중앙역.중부소방서,중구
101,중앙역.중부소방서,중구
103,중앙역.중부소방서,중구
134,중앙역.중부소방서,중구
171,중앙역.중부소방서,중구
190,중앙역.중부소방서,중구
508,중앙역.중부소방서,중구
1003,중앙역.중부소방서,중구
1004,중앙역.중부소방서,중구
2-F,중앙역.중부소방서,중구
1003-F,중앙역.중부소방서,중구
1004-F,중앙역.중부소방서,중구
17,초량역.초량교차로,동구
26,초량역.초량교차로,동구
27,초량역.초량교차로,동구
40,초량역.초량교차로,동구
41,초량역.초량교차로,동구
43,초량역.초량교차로,동구
59,초량역.초량교차로,동구
61,초량역.초량교차로,동구
67,초량역.초량교차로,동구
81,초량역.초량교차로,동구
82,초량역.초량교차로,동구
85,초량역.초량교차로,동구
88,초량역.초량교차로,동구
101,초량역.초량교차로,동구
134,초량역.초량교차로,동구
167,초량역.초량교차로,동구
168,초량역.초량교차로,동구
1001,초량역.초량교차로,동구
1003,초량역.초량교차로,동구
1004,초량역.초량교차로,동구
1003-F,초량역.초량교차로,동구
1004-F,초량역.초량교차로,동구
17,초량역.초량교차로,동구
26,초량역.초량교차로,동구
27,초량역.초량교차로,동구
40,초량역.초량교차로,동구
41,초량역.초량교차로,동구
43,초량역.초량교차로,동구
59,초량역.초량교차로,동구
61,초량역.초량교차로,동구
67,초량역.초량교차로,동구
81,초량역.초량교차로,동구
82,초량역.초량교차로,동구
85,초량역.초량교차로,동구
88,초량역.초량교차로,동구
101,초량역.초량교차로,동구
134,초량역.초량교차로,동구
167,초량역.초량교차로,동구
168,초량역.초량교차로,동구
1001,초량역.초량교차로,동구
1003,초량역.초량교차로,동구
1004,초량역.초량교차로,동구
1003-F,초량역.초량교차로,동구
1004-F,초량역.초량교차로,동구
연제구6,망미삼성아파트후문,수영구
동구1-1,범일역,동구
동구1-1,범일역,동구
동구1-1,부산진시장,동구
동구1-1,부산진시장,동구
강서구7,부산현대미술관,사하구
강서구9-1,부산현대미술관,사하구
강서구12,부산현대미술관,사하구
강서구12-1,부산현대미술관,사하구
강서구13,부산현대미술관,사하구
강서구15,부산현대미술관,사하구
강서구15-1,부산현대미술관,사하구
강서구20,부산현대미술관,사하구
강서구21,부산현대미술관,사하구
동구1-1,중앙시장.골드테마거리,부산진구
37,동해선월내역,기장군
180,동해선월내역,기장군
37,동해선월내역,기장군
180,동해선월내역,기장군
37,동해선좌천역,기장군
37,동해선좌천역,기장군
182,동해선좌천역,기장군
182,동해선좌천역,기장군
187,동해선좌천역,기장군
187,동해선좌천역,기장군
188,동해선좌천역,기장군
188,동해선좌천역,기장군
302,동해선좌천역,기장군
302,동해선좌천역,기장군
3008,동해선좌천역,기장군
3008,동해선좌천역,기장군
3008-F,동해선좌천역,기장군
3008-F,동해선좌천역,기장군
연제구2,강약국,연제구
연제구2,수녀원,연제구
106,해운대수목원,해운대구
107,해운대수목원,해운대구
106,해운대수목원,해운대구
107,해운대수목원,해운대구
강서구8-1,국회부산도서관입구,강서구
강서구8-1,국회부산도서관입구,강서구
북구2,남산정역2번출구,북구
기장군8,동해선좌천역,기장군
기장군8,동해선좌천역,기장군
기장군57,동해선좌천역,기장군
남구3,배정중학교,남구
해운대구3-1,센텀누리아파트,해운대구
연제구2,이완주정형외과,연제구
연제구2,대영주차장,연제구
연제구2,케이티앤지부산본부,연제구
중구1,덕산아파트,서구
중구1,덕산아파트,서구
3005,국회부산도서관입구,강서구
55,지사산단입구,강서구
55,지사산단입구,강서구
3005,지사산단입구,강서구
3007,지사산단입구,강서구
연제구1,연제도서관,연제구
5-1,연제도서관입구.연산더샵,연제구
20,연제도서관입구.연산더샵,연제구
57,연제도서관입구.연산더샵,연제구
62,연제도서관입구.연산더샵,연제구
63,연제도서관입구.연산더샵,연제구
131,연제도서관입구.연산더샵,연제구
141,연제도서관입구.연산더샵,연제구
141-F,연제도서관입구.연산더샵,연제구
33-1,만덕초등학교,북구
31,송정종점,해운대구
307,송정종점,해운대구
31,송정종점,해운대구
307,송정종점,해운대구
31,신도중.신도고등학교,해운대구
31,신도중.신도고등학교,해운대구
31,좌3동행정복지센터,해운대구
31,좌3동행정복지센터,해운대구
31,중동역,해운대구
31,중동역,해운대구
금정구6,뉴그린105동,금정구
금정구6,뉴그린105동,금정구
해운대구3-1,롯데백화점.센텀시티6번출구,해운대구
해운대구3-2,롯데백화점.센텀시티6번출구,해운대구
금정구6,서동초등학교,금정구
금정구6,서동초등학교,금정구
강서구12-1,한국석유관리원영남본부,강서구
강서구12-1,한국석유관리원영남본부,강서구
해운대구7,벽산아파트,해운대구
해운대구7,영남아파트,해운대구
강서구8,스마트빌리지,강서구
강서구8-1,스마트빌리지,강서구
강서구15,스마트빌리지,강서구
강서구15-1,스마트빌리지,강서구
강서구8,스마트빌리지,강서구
강서구8-1,스마트빌리지,강서구
강서구15,스마트빌리지,강서구
강서구15-1,스마트빌리지,강서구
3,명지환승센터,강서구
58-2,명지환승센터,강서구
109,명지환승센터,강서구
124,명지환승센터,강서구
128-1,명지환승센터,강서구
172,명지환승센터,강서구
520,명지환승센터,강서구
3002,명지환승센터,강서구
3005,명지환승센터,강서구
181,웨이브리즈아파트,기장군
181,웨이브리즈아파트,기장군
수영구2-1,e편한세상광안비치,수영구
해운대구3,동부지청,해운대구
수영구2-1,롯데캐슬아파트,수영구
수영구2-1,롯데캐슬아파트,수영구
수영구2-1,민락공영주차장,수영구
수영구2-1,민락수변공원,수영구
수영구2-1,민락수변공원,수영구
수영구2-1,센텀비치푸르지오,수영구
수영구2-1,센텀비치푸르지오,수영구
수영구2-1,수영만아이파크,수영구
수영구2-1,수영만아이파크,수영구
수영구2-1,신세계센텀시티,해운대구
수영구2-1,신세계센텀시티,해운대구
수영구2-1,오션테라스3단지,수영구
수영구2-1,오션테라스4단지,수영구
강서구19,운수사입구,사상구
수영구2-1,진로비치2단지,수영구
영도구5,동삼시장,영도구
사상구2-1,좋은삼선병원,사상구
사상구2-2,좋은삼선병원,사상구
17,서면역.롯데호텔백화점,부산진구
23,서면역.롯데호텔백화점,부산진구
31,서면역.롯데호텔백화점,부산진구
33,서면역.롯데호텔백화점,부산진구
62,서면역.롯데호텔백화점,부산진구
63,서면역.롯데호텔백화점,부산진구
67,서면역.롯데호텔백화점,부산진구
68,서면역.롯데호텔백화점,부산진구
77,서면역.롯데호텔백화점,부산진구
81,서면역.롯데호텔백화점,부산진구
85,서면역.롯데호텔백화점,부산진구
87,서면역.롯데호텔백화점,부산진구
108,서면역.롯데호텔백화점,부산진구
110-1,서면역.롯데호텔백화점,부산진구
129-1,서면역.롯데호텔백화점,부산진구
133-1,서면역.롯데호텔백화점,부산진구
138,서면역.롯데호텔백화점,부산진구
138-1,서면역.롯데호텔백화점,부산진구
141,서면역.롯데호텔백화점,부산진구
160,서면역.롯데호텔백화점,부산진구
169-1,서면역.롯데호텔백화점,부산진구
1004,서면역.롯데호텔백화점,부산진구
141-F,서면역.롯데호텔백화점,부산진구
1004-F,서면역.롯데호텔백화점,부산진구
23,부산진우체국(가야1치안센터),부산진구
31,부산진우체국(가야1치안센터),부산진구
33,부산진우체국(가야1치안센터),부산진구
59,부산진우체국(가야1치안센터),부산진구
61,부산진우체국(가야1치안센터),부산진구
62,부산진우체국(가야1치안센터),부산진구
